LNR,RESPONSE
1754,0.0006195504898901866
1770,0.0008424845142508937
1465,0.0004702437938789853
1470,0.00031981111431562666
1478,4.1090211525102685e-05
1782,5.202636699404748e-05
1485,0.00012721267872103302
1519,0.0005393749278488052
1835,0.0008069477075382599
1522,1.907307566498121e-05
1539,1.885710159681841e-05
1853,0.011846936347928745
1856,0.0006282847726963788
2502,0.0001760043824944631
2182,0.0008490949683035786
2191,0.0046595617928762096
2522,0.001665114519522788
2530,0.008004169129947033
2215,3.789145621756164e-05
2550,0.04388647088738657
2570,0.00033861937883048485
2574,0.0004132760390475927
2579,0.0011780577247611581
2247,0.06230148472500627
2674,9.139938226657148e-05
11434,5.818529474981882e-05
11122,0.008591640182169721
11127,0.0034150941405042433
11443,0.0064857213383142055
11170,0.0015524030844845465
11191,5.52930197463744e-05
11198,0.0065569655033203104
10936,0.0015524030844845465
11244,0.00036001853432468165
11247,0.0036883763477235593
11252,0.0005111797928560539
11259,0.0015524030844845465
10945,1.782069873514386e-05
10951,0.0002734152382684784
11271,0.0018875534113210195
10963,0.0016005349756488887
11282,0.0006600110592607864
11291,0.02762905426717662
10980,0.00010104029997273779
10994,2.7303837375376816e-06
10998,0.0015524030844845465
11303,0.001179959227805027
11630,0.0002553046952949642
11636,0.0036081165805056156
11949,0.00015750115765576355
11950,0.0054031747303857685
11956,0.025300201938908785
11648,0.0015524030844845465
11653,9.843636422425834e-05
11967,8.087469100246045e-05
11972,1.6913065805769195e-05
11975,0.0007723360923726335
12110,3.3616782559755446e-05
12113,0.0019329011539020592
11712,5.3432186767687205e-05
11716,0.0015524030844845465
12000,0.00010382576933479347
11722,1.5624210305413534e-05
12023,0.0015524030844845465
12046,0.00010470825778206544
11762,0.0015524030844845465
12071,4.5325099680097114e-05
12077,0.0002749303967686266
11785,0.003948519266449579
11788,0.0001761661389531885
11790,0.0005678412410921978
11800,0.007838471852962594
11806,1.6456993523677153e-05
11816,5.341185812870708e-05
11505,4.005500796210292e-05
11837,0.00025058862915756366
11531,0.003397782179717063
11848,0.000628956859922442
11854,0.0003898997696110772
11877,7.41304953966945e-05
11563,7.792450644731577e-05
11567,1.807281989049641e-05
11894,0.0005998687479948462
11906,0.0008318306965837417
11917,0.0015524030844845465
11610,0.0015524030844845465
11923,0.00018974960099381113
12596,7.859320918541047e-05
12603,6.857654131302151e-05
12608,2.838676314942494e-05
12633,7.996616833847391e-06
12637,0.006799409482424669
21484,0.0015524030844845465
21184,4.2484766718958866e-05
21247,8.161112877576092e-05
20991,0.002123830528166967
21018,7.755829640212292e-05
21019,0.00708430449172691
21047,0.00011714184581991166
21054,0.00043959587556676566
21374,5.4859129486613256e-05
21392,4.611470062279576e-05
21713,0.00015542986118912116
22019,0.0009329779510510682
22025,0.01225903924564572
21722,0.012500776428854816
21728,3.4561342386516484e-06
22039,0.0015524030844845465
22044,0.0006986171113082756
61900,0.0018853531861855238
62548,0.0021534027756260673
63176,4.473608716936583e-05
64473,0.0013822843439905287
64779,0.0006158131747167868
64780,0.0001360295077032826
64784,8.016662217918933e-06
65105,0.0015524030844845465
65431,0.0001968286174761204
65433,0.0025329026094807663
66055,5.743023948249098e-05
66071,0.0015524030844845465
61280,0.0006475261483950683
61281,0.002914965280340333
61284,9.466762825586277e-05
61597,6.269123763132937e-05
61606,8.020758349193957e-05
62235,0.012527440886142244
62240,8.801357610220796e-05
62241,8.694226987782883e-05
62555,0.0005271151052899909
62557,0.0017999211060840683
62565,0.001191645231614862
62566,0.060099580147976873
63515,1.2207567716704707e-05
63524,0.0029714460334345615
64797,4.2525545480184544e-05
65116,0.0015524030844845465
75249,0.008092033165221781
75253,0.024500778414442335
75575,0.0015524030844845465
76212,4.7797464939939084e-05
71422,9.850503108890168e-05
72059,0.001024104475866484
72060,0.0010967625671103312
72383,0.0004676951731498865
72386,9.261606644672549e-05
72700,2.0608481684379998e-05
72715,0.0007420183623273072
73028,2.409476950584226e-05
73346,0.0001631420858809595
73658,4.361889127838526e-06
73662,0.0013803658889103116
73666,0.0012178138895330383
73668,0.002860246518248235
73985,0.0019845230452141017
74299,9.70698644633395e-05
74310,0.0011982950121682274
74312,0.00026000622777207325
74619,4.438334329165159e-05
74620,2.1722099429016496e-05
74627,4.462987438076984e-05
74938,0.0005479863821921613
74952,4.135964926165116e-05
75911,9.164272053192146e-05
75913,0.0004355057738090184
76221,0.0002293803369637241
76227,0.00017441134666256977
71448,2.6058352902461424e-05
15887,0.0001875811543368815
15498,7.003491711378762e-05
15504,0.0735187670235335
15507,3.102699646433181e-05
15521,0.00044114509978348377
24403,8.115237442678749e-05
24100,0.036381297246896815
24436,2.3651412490418525e-05
24440,4.709493287672441e-05
24442,0.0015524030844845465
24148,0.00015539730941007882
24149,7.92759186842976e-05
24155,9.398928792593612e-06
24458,2.17489465797134e-05
24169,0.0003341333493767935
24477,0.007962985529625943
24479,6.644254502112803e-05
24486,8.010551554521654e-05
24190,0.0004219881818522396
24515,0.02022260440202759
24214,0.00028732041002814477
25183,0.0015524030844845465
25207,0.0018368561128873817
24889,0.004328695005087446
24890,8.287574211023407e-05
25226,0.001211736981489564
25232,0.0007246049872970948
25244,9.832204133871343e-05
25339,2.204987096767263e-05
25355,0.0017871724498680654
24958,1.7724976110638835e-05
25277,0.0013204408659676402
25286,0.0047335731426870154
24988,0.0015524030844845465
25298,0.00012819345841992618
25309,0.0009759987773928284
25315,7.238166144210363e-05
25014,0.0015524030844845465
25322,4.385898849122231e-06
25333,0.0020646968571297543
25025,0.0017043024718120896
24726,0.0006791451817111587
24735,0.0015524030844845465
25055,0.00015648236960765765
25056,1.4262177013593314e-05
24746,0.01711419997018442
25061,1.3056495332394193e-05
25067,2.2002624333887354e-05
25074,6.870487771689358e-05
24773,1.820718220439313e-05
25080,0.0015524030844845465
25086,0.0014290455034478163
25088,4.8211758590767794e-05
24777,6.345724389382666e-05
24796,3.675562941124117e-05
25104,5.568799901976324e-05
24806,0.03439539650136581
25118,2.4555525914537835e-05
24822,0.0015524030844845465
82811,0.0022916252024131173
83449,0.0010309411007668576
83459,0.0015524030844845465
83770,0.0015524030844845465
84091,0.00011545758870742084
84096,0.007964476695692025
84737,0.0004433534074783664
85048,0.0015524030844845465
85049,0.0015943063672344002
85051,3.532415456571638e-05
85369,0.0007349750402774533
85374,0.020128859273485202
85380,0.03260597226196996
82190,0.00010594193152931833
82505,0.0015363678045701957
82515,6.030416755697156e-05
82517,6.23121826688226e-05
82821,0.000602596883576054
83140,0.0010389261096006369
788,0.00016858301491500658
1102,6.426024296992086e-05
1109,0.0005287553279821399
821,9.225780364222404e-05
829,1.1714573069933934e-05
837,0.001120099571139717
845,0.0016516354409749484
1163,0.0024294374909825485
861,0.0015524030844845465
899,0.00011707610491400335
1207,0.0037569302608407578
906,0.002155556599690073
1221,0.03000313349229148
1545,4.9330276559380205e-05
1546,0.006841742137532968
1555,0.0005417862765330928
1556,0.0016394325003099607
1879,0.00020306967223595029
1885,0.0006409561193299185
1593,5.209036284545975e-05
1902,0.005410146968945238
1611,7.183431471123615e-05
1921,4.001956960859957e-05
1927,0.005792294619089559
1651,0.00010212390752199074
1978,0.009307861426279089
1718,9.403571471852464e-05
1722,9.197465472547076e-05
1734,0.00019024209278974808
41705,6.772344156822104e-06
41711,0.0015524030844845465
41712,3.38217421768961e-05
42029,0.0011612479841057487
42347,0.004484825869458539
42352,0.00014532730981401548
42353,5.442659355829907e-05
42671,0.004821768180056863
42987,2.5367605282428772e-05
43310,0.0018799062420815234
43627,0.001016649523186433
43629,0.0003812417342802021
43945,0.0018116666452677472
43953,0.011294604642685429
43954,0.0018833048855568782
43961,0.0001165626639834522
44280,0.0003079960890538095
44917,3.0646007297231264e-05
44924,0.0062122515746750335
44927,0.00024144400328923496
45244,0.0002118356129808832
45570,0.0014756974179832344
45584,0.013994485349652638
41721,0.0012514479765236564
41739,0.0015524030844845465
42054,0.0013663653801212331
42369,2.723460913119562e-05
42689,5.16804532788091e-05
43019,1.539264464218769e-05
43331,0.07252837045777039
51328,2.0255009558299317e-05
51644,0.0001792160418493784
51653,0.0007304517376021623
51969,6.8393588222987824e-06
52308,0.004575378929301127
52310,3.3253741796409415e-05
52626,0.004082378155713214
52638,0.0001697217566196354
52940,1.8515861316290908e-05
52954,0.08979315593040188
55194,0.0009314336860358249
55196,0.002087851889706434
55526,0.0015524030844845465
55847,0.0012858854259148193
55848,0.0015524030844845465
51024,0.0015524030844845465
51031,4.623288052840999e-05
51342,0.003021423415732297
51348,0.003786152275839171
51666,0.0008848976312046274
51674,0.000406760655079966
51680,0.004405550789770143
52331,0.004188535657960003
53302,0.0015524030844845465
82163,0.028138364724818548
82481,0.00011628992916022116
82498,0.0009408058402918144
55852,0.0015524030844845465
55858,9.495525356165876e-05
55859,0.00013931208547585274
51037,0.0015524030844845465
51039,4.416606471762892e-05
51683,0.010904260410536073
51685,8.466829082381461e-05
51695,0.046320488156317105
51702,0.0004791832101977698
52343,0.00016949743740606081
52353,0.0015524030844845465
53314,0.0015524030844845465
53322,0.002065800013910386
53950,0.001449566042074908
54597,0.0002874253582750414
54925,9.720528139786195e-05
55245,0.005410727346418039
55558,0.002808571208623799
55882,0.0031167876814051127
51384,0.00015587239784430417
51703,0.0007324606351717985
51706,1.766685606071283e-05
51711,0.014793322792975449
52041,4.3147887032027364e-05
52047,0.00027264682947140533
52369,0.0037987283836050435
52689,2.0443559945810024e-06
53331,3.0827784490555126e-05
53341,5.1897424320070455e-05
63455,0.007399303493434747
63780,1.4070413564743394e-05
63783,0.0015524030844845465
64096,0.0018207454686234275
64104,0.002166982744303758
64109,5.269215436066162e-05
64422,0.010151726452903496
65391,0.0015524030844845465
65705,5.5211931301081646e-05
65709,0.00017850868355533592
61568,0.0005751798379459174
62203,7.115265889821092e-05
62850,4.338086995783362e-05
62851,0.005266714624072468
63164,1.2275174417289607e-05
63491,7.851771332815076e-05
63796,8.306206002731398e-05
63799,0.0019523509260067208
63802,0.00023399810564086234
63812,0.0018357905899189025
64127,1.2869846892377156e-05
64449,0.0012737584629164875
64771,0.00014946912614376972
65082,0.0015524030844845465
65399,6.011717778931669e-05
66039,0.0015524030844845465
66048,0.0001511920027997446
71758,0.0022194691276904138
72077,0.0015524030844845465
72087,0.0015524030844845465
72405,0.0025580506336466808
72723,0.0005115471183658593
72735,4.203093150528963e-05
73046,0.0004786083382228033
73682,2.1912934546869507e-05
73694,3.061786233830717e-05
73696,0.04757218210531413
74317,0.0017799426240789793
74974,0.009292375313745436
75286,0.0001769848487455708
75605,1.5108089005557424e-05
75612,0.0015524030844845465
75929,0.001881742162434975
76239,1.1791022627142794e-05
71471,9.363540217083065e-05
71776,0.0001524484790845466
71779,0.0015524030844845465
72112,0.0002106977683977697
72417,0.0004212847166517798
72420,7.248097913650888e-05
72425,0.019206048137411284
73073,2.3140425430143627e-05
73393,8.146492005467966e-05
73714,0.004726142370553513
74337,0.00042297267200748625
74347,0.004575849752733427
74354,0.0003593061624438782
74666,0.0002381320426533953
74667,0.0015524030844845465
74990,0.009278656848973122
75949,1.731620898399857e-05
75952,1.7159483408125598e-05
71486,0.012004807205728659
71805,0.009490686601888175
71813,0.0009639738042669541
72130,0.0007036943550045129
72437,0.00042900305398300054
82469,0.0015524030844845465
82788,0.00024014719746736078
82793,0.0015524030844845465
83111,0.0014423807451837104
83113,0.031028710803977115
83420,0.0009202681777167994
83425,0.0001448563639737051
83428,0.0015524030844845465
83433,7.755966641974513e-05
83759,0.021237748432236428
84381,0.008129229556898605
84709,0.0013465097289609269
85024,0.019715958361312305
85026,0.04794967130403262
85671,0.004169761849499896
35158,7.095353739611626e-05
34851,8.823452215600736e-06
34853,0.00454988511266874
34859,0.0005765499029950312
35162,0.0018733343985575471
35165,0.0015524030844845465
34865,6.519905528874725e-05
34877,0.006489668213251619
34898,6.220683255447769e-05
35203,0.00011955074645270898
34902,0.00042424685426324703
34907,4.761839216618448e-05
34930,0.00744688410694894
34939,0.0005788201300277559
35249,0.04046296381309134
35561,0.0019510814565576915
35568,0.0015524030844845465
35572,0.00018740672466888348
35574,0.0008114347470624267
35575,7.644273713775842e-05
35889,0.0015524030844845465
35583,0.0005506489248712231
35587,0.00016910232542164202
35597,0.0001342412380123074
35900,0.00022456448831580585
35602,0.003470543162348977
35606,0.00023443186134348488
35922,0.00012356702467807305
35936,0.000162049596853914
41020,0.0009167990960672657
41028,0.0004835227298617819
41344,0.00010483415774015799
41666,0.0012668542185047757
42319,0.07573427543602511
42634,0.0017043024718120896
42944,0.0002110727801535042
42952,1.2634404101998632e-05
42954,9.07130734784978e-06
43274,1.39135494468425e-05
43582,0.0015524030844845465
43590,8.481450199047645e-05
43594,0.015734372651067755
43909,0.0004412828977644861
43917,0.000757236107546004
44561,1.7758745328834683e-05
45202,6.702250172732666e-05
45210,0.00022501640383695457
41684,0.01987194042500433
41691,2.0476257117932148e-05
42333,0.0008291802650567223
42660,3.145408446331433e-05
42963,4.2314927797628684e-05
42979,4.085753729058862e-05
43287,7.50653262034668e-05
44582,0.0015524030844845465
45233,0.00019867957364665858
45544,0.00010719487990157747
45550,3.317382650773954e-05
40729,0.00016144446754120308
41379,0.002808571208623799
41395,0.007316964914664542
4332,4.93596012985094e-05
4346,2.626919273229995e-05
4044,0.008047560590730135
5031,0.0012832764523901512
5033,0.0005677058760537503
5057,0.002239405802230416
4737,0.007636510630410583
5067,0.0005324411600979938
4757,3.048882498804891e-05
4758,0.0015524030844845465
4762,3.024665357141196e-05
4780,0.0015524030844845465
5183,0.09235377215219731
5191,0.00019303117959070795
5198,0.0015524030844845465
4802,0.0016048578567721427
5126,0.0015524030844845465
5132,0.0020999364394916516
4830,0.07628093549781059
5154,0.005964651594680525
4854,0.0015524030844845465
4861,5.137827643157243e-06
5180,3.1648897453880876e-05
4574,0.00015392993780461074
4896,1.256166575005881e-06
4592,0.0001565084225630845
4599,3.790133116417135e-05
4914,0.020077913756224475
4604,7.112362095823069e-05
4932,0.0003314819860902197
4623,8.007245437982663e-05
4633,0.0020316919068223156
4636,4.071807977045575e-05
4944,4.931749068819706e-06
4949,0.0018357905899189025
4644,0.0015524030844845465
4977,0.015482674701622524
4674,0.0015524030844845465
4986,0.00042897446710442804
4683,1.0858791675381746e-05
4686,5.830943932670989e-05
4691,4.48364711003318e-05
4700,0.0036064417058835046
5018,0.00010729689920399428
5341,0.04321722991854521
5646,0.007593783237120575
5647,0.0015524030844845465
5649,5.99215035603649e-05
5661,9.443974772025883e-06
5671,0.0013889894022496069
5677,0.0017303365638204286
5375,0.0011101450107408235
5396,0.0005488352406520862
5410,2.640911704807456e-06
5411,8.937183451218715e-05
5714,0.005080136151186194
5427,0.0003025429279513223
5436,3.1891339249365284e-05
5725,0.009901906046464754
5733,0.0017435912606304609
5454,0.030846938318627642
10241,0.0018536159106720556
10566,0.00012974499033352444
10579,1.7056170769150676e-05
929,7.333913120495524e-05
935,0.0037941890089827
1261,0.00028244440361683204
951,0.0014270496994135172
952,0.0015524030844845465
955,3.739150520631131e-05
1295,0.00020700532332821721
966,9.07585453000542e-05
974,0.00041756320738936585
1305,7.003127606109743e-06
995,0.005880022973867946
998,0.0003028953382036312
1403,0.004733517653525023
1001,0.00037599249263419154
1009,7.182448024930611e-05
1338,0.08702451397625931
1029,0.0015524030844845465
1053,0.0001733109445885769
1062,1.2799100124274418e-05
1067,4.451992318973496e-05
1071,4.1228407706411626e-05
9957,7.799717438459453e-05
9960,0.03565583673706192
9671,0.0015524030844845465
9680,0.0024278485037639787
9982,0.002604110329800253
9700,0.0002202665565457335
9712,0.002492373699039907
10023,0.02281521226089621
10042,1.1785716393779305e-05
10043,6.778612303829364e-05
10048,0.008860967540004991
10049,9.875246656698628e-05
10054,0.002540229161401212
10057,9.726514750986394e-05
10388,3.57709036947299e-05
10396,0.0007681513102049365
10700,2.925283871819606e-06
10716,0.0015524030844845465
10418,0.0006242383420893121
10730,0.016119640275825763
10733,3.668476846782954e-05
10429,0.01065138705885877
10844,0.00029862528334827936
10856,0.006879863725524505
10448,0.00015929074515144025
10451,3.88749443461607e-05
10458,8.775790397995249e-05
10743,0.00019201035141888726
10753,6.807925120607394e-05
10756,4.4125029582654064e-05
